country,name,state-province,alpha_two_code,web_pages,domains
Malaysia,"Curtin University of Technology, Sarawak Campus",,MY,['http://www.curtin.edu.my/'],['curtin.edu.my']
Malaysia,Cyberjaya University College of Medical Science,,MY,['http://www.cybermed.edu.my/'],['cybermed.edu.my']
Malaysia,FTMS Global Academy,,MY,['http://www.ftmsglobal.com/'],['ftmsglobal.com']
Malaysia,Help University College,,MY,['http://www.help.edu.my/'],['help.edu.my']
Malaysia,Darul Hikmah Islamic College,,MY,['http://www.hikmah.edu.my/'],['hikmah.edu.my']
Malaysia,"Institute of Teachers Education, Penang",,MY,['http://www.i4p.edu.my/'],['i4p.edu.my']
Malaysia,Iact College,,MY,['http://www.iact.edu.my/'],['iact.edu.my']
Malaysia,International Islamic College,,MY,['http://www.iic.edu.my/'],['iic.edu.my']
Malaysia,International Islamic University,,MY,['http://www.iiu.edu.my/'],['iiu.edu.my']
Malaysia,International Medical University,,MY,['http://www.imu.edu.my/'],['imu.edu.my']
Malaysia,Darul Takzim Institute of Technology,,MY,['http://www.instedt.edu.my/'],['instedt.edu.my']
Malaysia,Baitulmal Management Institute (IPB),,MY,['http://www.ipb.edu.my/'],['ipb.edu.my']
Malaysia,"Institute of Teachers Education, Batu Lintang",,MY,['http://www.ipbl.edu.my/'],['ipbl.edu.my']
Malaysia,"Institute of Teachers Education, Malay Language",,MY,['http://www.ipbmm.edu.my/'],['ipbmm.edu.my']
Malaysia,"Institute of Teachers Education, Darul Aman",,MY,['http://www.ipda.edu.my/'],['ipda.edu.my']
Malaysia,"Institute of Teachers Education, Kota Bharu",,MY,['http://www.ipgkkb.edu.my/'],['ipgkkb.edu.my']
Malaysia,"Institute of Teachers Education, Rajang",,MY,['http://www.ipgkrajang.edu.my/'],['ipgkrajang.edu.my']
Malaysia,"Institute of Teachers Education, Temenggong Ibrahim",,MY,['http://www.ipgkti.edu.my/'],['ipgkti.edu.my']
Malaysia,"Institute of Teachers Education, Dato' Razali Ismail",,MY,['http://www.ipgmkdri.edu.my/'],['ipgmkdri.edu.my']
Malaysia,"Institute of Teachers Education, Sultan Mizan",,MY,['http://www.ipgmksm.edu.my/'],['ipgmksm.edu.my']
Malaysia,"Institute of Teachers Education, Tawau",,MY,['http://www.ipgmtawau.edu.my/'],['ipgmtawau.edu.my']
Malaysia,"Institute of Teachers Education, Perlis",,MY,['http://www.ipgperlis.edu.my/'],['ipgperlis.edu.my']
Malaysia,"Institute of Teachers Education, Ilmu Khas",,MY,['http://www.ipik.edu.my/'],['ipik.edu.my']
Malaysia,"Institute of Teachers Education, Ipoh",,MY,['http://www.ipip.edu.my/'],['ipip.edu.my']
Malaysia,"Institute of Teachers Education, Islamic Education",,MY,['http://www.ipislam.edu.my/'],['ipislam.edu.my']
Malaysia,"Institute of Teachers Education, Kent",,MY,['http://www.ipkent.edu.my/'],['ipkent.edu.my']
Malaysia,"Institute of Teachers Education, Keningau",,MY,['http://www.ipks.edu.my/'],['ipks.edu.my']
Malaysia,"Institute of Teachers Education, Melaka",,MY,['http://www.ippm.edu.my/'],['ippm.edu.my']
Malaysia,"Institute of Teachers Education, Raja Melewar",,MY,['http://www.iprm.edu.my/'],['iprm.edu.my']
Malaysia,"Institute of Teachers Education, Sultan Abdul Halim",,MY,['http://www.ipsah.edu.my/'],['ipsah.edu.my']
Malaysia,"Institute of Teachers Education, Sarawak",,MY,['http://www.ipsmiri.edu.my/'],['ipsmiri.edu.my']
Malaysia,"Institute of Teachers Education, Tengku Ampuan Afzan",,MY,['http://www.iptaa.edu.my/'],['iptaa.edu.my']
Malaysia,"Institute of Teachers Education, Tuanku Bainun",,MY,['http://www.iptb.edu.my/'],['iptb.edu.my']
Malaysia,"Institute of Teachers Education, Technical Education",,MY,['http://www.ipteknik.edu.my/'],['ipteknik.edu.my']
Malaysia,"Institute of Teachers Education, Tun Hussein Onn",,MY,['http://www.iptho.edu.my/'],['iptho.edu.my']
Malaysia,Perlis Islamic Higher Learning Institute,,MY,['http://www.iptips.edu.my/'],['iptips.edu.my']
Malaysia,International University College of Nursing (IUCN),,MY,['http://www.iucn.edu.my/'],['iucn.edu.my']
Malaysia,International University College of Technology Twintech (IUCTT),,MY,['http://www.iuctt.edu.my/'],['iuctt.edu.my']
Malaysia,KBU International College,,MY,['http://www.kbu.edu.my/'],['kbu.edu.my']
Malaysia,KDU College Sdn Bhd,,MY,['http://www.kdu.edu.my/'],['kdu.edu.my']
Malaysia,Sultan Ismail Petra International Islamic College,,MY,['http://www.kias.edu.my/'],['kias.edu.my']
Malaysia,Darul Ulum Islamic College,,MY,['http://kidu-darululum.blogspot.com/'],['kidu-darululum.blogspot.com']
Malaysia,Perak Islamic College,,MY,['http://www.kiperak.edu.my/'],['kiperak.edu.my']
Malaysia,Sultan Ahmad Shah Islamic College,,MY,['http://www.kipsas.edu.my/'],['kipsas.edu.my']
Malaysia,Islamic College for Sciences and Technologies,,MY,['http://www.kist.edu.my/'],['kist.edu.my']
Malaysia,International Islamic College of Penang,,MY,['http://www.kitab.edu.my/'],['kitab.edu.my']
Malaysia,Kuala Lumpur Infrastructure University College,,MY,['http://www.kliuc.edu.my/'],['kliuc.edu.my']
Malaysia,Kuala Lumpur Metropolitan University,,MY,['http://www.klmu.edu.my/'],['klmu.edu.my']
Malaysia,Shahputra College,,MY,['http://www.kolejshahputra.edu.my/'],['kolejshahputra.edu.my']
Malaysia,YPC-iTWEB College,,MY,['http://www.kolejypc.edu.my/'],['kolejypc.edu.my']
Malaysia,Mara Poly-Tech College,,MY,['http://www.kptm.edu.my/'],['kptm.edu.my']
Malaysia,Darul Naim College of Technology,,MY,['http://www.ktd.edu.my/'],['ktd.edu.my']
Malaysia,Darul Quran Islamic College University,,MY,['http://kudqi.net.my/'],['kudqi.net.my']
Malaysia,Melaka Islamic University College,,MY,['http://www.kuim.edu.my/'],['kuim.edu.my']
Malaysia,Kolej Universiti Insaniah,,MY,['http://www.kuin.edu.my/'],['kuin.edu.my']
Malaysia,Selangor Islamic University College,,MY,['http://www.kuis.edu.my/'],['kuis.edu.my']
Malaysia,Limkokwing University College of Creative Technology,,MY,['http://www.limkokwing.edu.my/'],['limkokwing.edu.my']
Malaysia,Linton University College,,MY,['http://www.linton.edu.my/'],['linton.edu.my']
Malaysia,Mahsa University College for Health and Medical Science,,MY,['http://www.mahsa.edu.my/'],['mahsa.edu.my']
Malaysia,Al Madinah International University,,MY,['http://www.mediu.edu.my/'],['mediu.edu.my']
Malaysia,Universiti Kuala Lumpur Malaysian Institute of Information Technology (MIIT),,MY,['http://miit.unikl.edu.my/'],['miit.unikl.edu.my']
Malaysia,Multimedia University,,MY,['http://www.mmu.edu.my/'],['mmu.edu.my']
Malaysia,"Monash University, Malaysia Campus",,MY,['http://www.monash.edu.my/'],['monash.edu.my']
Malaysia,Management and Science University,,MY,['http://www.msu.edu.my/'],['msu.edu.my']
Malaysia,Murni Nursing College,,MY,['http://www.murni.edu.my/'],['murni.edu.my']
Malaysia,Malaysia University of Science and Technology (MUST),,MY,['http://www.must.edu.my/'],['must.edu.my']
Malaysia,Nilai University College,,MY,['http://www.nilai.edu.my/'],['nilai.edu.my']
Malaysia,"University of Nottingham, Malaysia Campus",,MY,['http://www.nottingham.edu.my/'],['nottingham.edu.my']
Malaysia,"Newcastle University, Medicine Malaysia",,MY,['http://numed.ncl.ac.uk/'],['numed.ncl.ac.uk']
Malaysia,Olympia College,,MY,['http://www.olympia.edu.my/'],['olympia.edu.my']
Malaysia,Open University Malaysia,,MY,['http://www.oum.edu.my/'],['oum.edu.my']
Malaysia,Perdana University,,MY,['http://www.perdanauniversity.edu.my/'],['perdanauniversity.edu.my']
Malaysia,Penang International Dental College,,MY,['http://www.pidc.edu.my/'],['pidc.edu.my']
Malaysia,Institut Prima Bestari - Pine Academy,,MY,['http://www.pine.edu.my/'],['pine.edu.my']
Malaysia,Primier International University Perak,,MY,['http://www.piup.edu.my/'],['piup.edu.my']
Malaysia,Kota Bharu Polytechnic,,MY,['http://www.pkb.edu.my/'],['pkb.edu.my']
Malaysia,Kota Kinabalu Polytechnic,,MY,['http://www.pkksabah.edu.my/'],['pkksabah.edu.my']
Malaysia,Kuala Terengganu City Polytechnic,,MY,['http://www.pkkt.edu.my/'],['pkkt.edu.my']
Malaysia,Merlimau Polytechnic,,MY,['http://www.pmm.edu.my/'],['pmm.edu.my']
Malaysia,Johore Bharu Primeir Polytechnic,,MY,['http://www.polijb.edu.my/'],['polijb.edu.my']
Malaysia,Kuching Polytechnic,,MY,['http://www.poliku.edu.my/'],['poliku.edu.my']
Malaysia,Sultan Abdul Halim Muadzam Shah Polytechnic,,MY,['http://www.polimas.edu.my/'],['polimas.edu.my']
Malaysia,Melaka City Polytechnic,,MY,['http://www.polimelaka.edu.my/'],['polimelaka.edu.my']
Malaysia,Muadzam Shah Polytechnic,,MY,['http://www.polimuadzam.edu.my/'],['polimuadzam.edu.my']
Malaysia,Port Dickson Polytechnic,,MY,['http://www.polipd.edu.my/'],['polipd.edu.my']
Malaysia,Sultan Haji Ahmad Shah Polytechnic,,MY,['http://www.polisas.edu.my/'],['polisas.edu.my']
Malaysia,Sultan Salahuddin Abdul Aziz Shah Polytechnic,,MY,['http://www.psa.edu.my/'],['psa.edu.my']
Malaysia,Sultan Azlan Shah Polytechnic,,MY,['http://www.psas.edu.my/'],['psas.edu.my']
Malaysia,Sultan Idris Shah Polytechnic,,MY,['http://www.psis.edu.my/'],['psis.edu.my']
Malaysia,Sultan Mizan Zainal Abidin Polytechnic,,MY,['http://www.psmza.edu.my/'],['psmza.edu.my']
Malaysia,Seberang Perai Polytechnic,,MY,['http://www.psp.edu.my/'],['psp.edu.my']
Malaysia,PTPL College,,MY,['http://www.ptpl.edu.my/'],['ptpl.edu.my']
Malaysia,Sultanah Bahiyah Polytechnic,,MY,['http://www.ptsb.edu.my/'],['ptsb.edu.my']
Malaysia,Tunku Syed Sirajuddin Polytechnic,,MY,['http://www.ptss.edu.my/'],['ptss.edu.my']
Malaysia,Ungku Omar Premier Polytechnic,,MY,['http://www.puo.edu.my/'],['puo.edu.my']
Malaysia,Raffles University,,MY,['http://www.raffles-university.edu.my/'],['raffles-university.edu.my']
Malaysia,Saito College,,MY,['http://www.saito.edu.my/'],['saito.edu.my']
Malaysia,Segi University College,,MY,['http://www.segi.edu.my/'],['segi.edu.my']
Malaysia,Sunway University College,,MY,['http://www.sunway.edu.my/'],['sunway.edu.my']
Malaysia,"Swinburne University of Technology, Sarawak Campus",,MY,['http://www.swinburne.edu.my/'],['swinburne.edu.my']
Malaysia,Taj International College,,MY,['http://www.taj.edu.my/'],['taj.edu.my']
Malaysia,Tunku Abdul Rahman Chinese College,,MY,['http://www.tarc.edu.my/'],['tarc.edu.my']
Malaysia,Taylor's University College,,MY,['http://www.taylors.edu.my/'],['taylors.edu.my']
Malaysia,TPM College,,MY,['http://www.tpmcollege.edu.my/'],['tpmcollege.edu.my']
Malaysia,UCSI University,,MY,['http://www.ucsi.edu.my/'],['ucsi.edu.my']
Malaysia,University College of Technology & Innovation (UCTI),,MY,['http://www.ucti.edu.my/'],['ucti.edu.my']
Malaysia,Universiti Darul Iman,,MY,['http://www.udm.edu.my/'],['udm.edu.my']
Malaysia,Universiti Teknologi Mara,,MY,['http://www.uitm.edu.my/'],['uitm.edu.my']
Malaysia,Universiti Kebangsaan Malaysia,,MY,['http://www.ukm.my/'],['ukm.my']
Malaysia,Universiti Malaya,,MY,['http://www.um.edu.my/'],['um.edu.my']
Malaysia,Universiti Malaysia Kelantan,,MY,['http://www.umk.edu.my/'],['umk.edu.my']
Malaysia,University Malaysia Pahang,,MY,['http://www.ump.edu.my/'],['ump.edu.my']
Malaysia,Universiti Malaysia Sabah,,MY,['http://www.ums.edu.my/'],['ums.edu.my']
Malaysia,University of Management and Technology,,MY,['http://www.umtech.edu.my/'],['umtech.edu.my']
Malaysia,Universiti Malaysia Terengganu,,MY,['http://www.umt.edu.my/'],['umt.edu.my']
Malaysia,Universiti Kuala Lumpur,,MY,['http://www.unikl.edu.my/'],['unikl.edu.my']
Malaysia,Universiti Malaysia Perlis,,MY,['http://www.unimap.edu.my/'],['unimap.edu.my']
Malaysia,Universiti Malaysia Sarawak,,MY,['http://www.unimas.my/'],['unimas.my']
Malaysia,University Tun Abdul Razak,,MY,['http://www.unirazak.edu.my/'],['unirazak.edu.my']
Malaysia,Universiti Industri Selangor,,MY,['http://www.unisel.edu.my/'],['unisel.edu.my']
Malaysia,Universiti Sultan Zainal Abidin,,MY,['http://www.unisza.edu.my/'],['unisza.edu.my']
Malaysia,Universiti Tun Abdul Razak,,MY,['http://www.unitar.edu.my/'],['unitar.edu.my']
Malaysia,Universiti Tenaga Nasional,,MY,['http://www.uniten.edu.my/'],['uniten.edu.my']
Malaysia,Universiti Putra Malaysia,,MY,['http://www.upm.edu.my/'],['upm.edu.my']
Malaysia,Universiti Pendidikan Sultan Idris,,MY,['http://www.upsi.edu.my/'],['upsi.edu.my']
Malaysia,Universiti Sains Malaysia,,MY,['http://www.usm.my/'],['usm.my']
Malaysia,Universiti Tunku Abdul Rahman,,MY,['http://www.utar.edu.my/'],['utar.edu.my']
Malaysia,Universiti Teknikal Malaysia Melaka,,MY,['http://www.utem.edu.my/'],['utem.edu.my']
Malaysia,Universiti Tun Hussein Onn Malaysia,,MY,['http://www.uthm.edu.my/'],['uthm.edu.my']
Malaysia,Universiti Teknologi Malaysia,,MY,['http://www.utm.my/'],['utm.my']
Malaysia,Petronas Technology University,,MY,['http://www.utp.edu.my/'],['utp.edu.my']
Malaysia,Universiti Utara Malaysia,,MY,['http://www.uum.edu.my/'],['uum.edu.my']
Malaysia,West Minster International College,,MY,['http://www.westminster.edu.my/'],['westminster.edu.my']
Malaysia,Wawasan Open University,,MY,['http://www.wou.edu.my/'],['wou.edu.my']
Maldives,Cyryx College,,MV,['http://www.cyryxcollege.edu.mv/'],['cyryxcollege.edu.mv']
Maldives,Mandhu College,,MV,['http://www.mandhu.com/edu/'],['mandhu.com']
Maldives,Maldives National University,,MV,['http://www.mnu.edu.mv/'],['mnu.edu.mv']
Mali,Université de Bamako,,ML,['http://www.ml.refer.org/u-bamako/'],['ml.refer.org']
Malta,European Institute of Education,,MT,['http://www.eieonline.com/'],['eieonline.com']
Malta,International Tourism Institute,,MT,['http://www.itismalta.com/'],['itismalta.com']
Malta,University of Malta,,MT,['http://www.um.edu.mt/'],['um.edu.mt']
Mauritania,Université de Nouakchott,,MR,['http://www.univ-nkc.mr/'],['univ-nkc.mr']
Mauritius,University of Mauritius,,MU,['http://www.uom.ac.mu/'],['uom.ac.mu']
Mauritius,University of Technology,,MU,['http://www.utm.ac.mu/'],['utm.ac.mu']
Mexico,Universidad Anáhuac,,MX,['http://www.anahuac.mx/'],['anahuac.mx']
Mexico,"Universidad de La Salle, Bajío",,MX,['http://bajio.delasalle.edu.mx/'],['bajio.delasalle.edu.mx']
Mexico,Benemerita Universidad Autónoma de Puebla,,MX,['http://www.buap.mx/'],['buap.mx']
Mexico,"Universidad de Guanajuato, Campus León",,MX,['http://www.campusleon.ugto.mx/'],['campusleon.ugto.mx']
Mexico,Centro de Enseñanza Técnica Industrial,,MX,['http://www.ceti.mx/'],['ceti.mx']
Mexico,CETYS Universidad,,MX,['http://www.cetys.mx/'],['cetys.mx']
Mexico,Centro de Estudios Universitarios Monterrey,,MX,['http://www.ceu.edu.mx/'],['ceu.edu.mx']
Mexico,Centro Universitario Ixtlahuaca,,MX,['http://www.ceunix.com.mx/'],['ceunix.com.mx']
Mexico,Centro de Estudios Universitarios Xochicalco,,MX,['http://www.ceux.mx/'],['ceux.mx']
Mexico,Universidad Champagnat,,MX,['http://www.champagnat.edu.mx/'],['champagnat.edu.mx']
Mexico,Universidad Autónoma de Chapingo,,MX,['http://www.chapingo.mx/'],['chapingo.mx']
Mexico,El Colegio de México,,MX,['http://www.colmex.mx/'],['colmex.mx']
Mexico,Universidad Cuauhtémoc,,MX,['http://www.cuauhtemoc.edu.mx/'],['cuauhtemoc.edu.mx']
Mexico,Universidad Autónoma Metropolitana - Xochimilco,,MX,['http://cueyatl.uam.mx/'],['cueyatl.uam.mx']
Mexico,Dirección General de Institutos Tecnológicos,,MX,['http://www.dgit.gob.mx/'],['dgit.gob.mx']
Mexico,Escuela Bancaria y Comercial,,MX,['http://www.ebc.mx/'],['ebc.mx']
Mexico,Escuela Nacional de Estudios Superiores Unidad León,,MX,['http://www.enes.unam.mx/'],['enes.unam.mx']
Mexico,Universidad Fray Luca Paccioli,,MX,['http://www.frayluca.edu.mx/'],['frayluca.edu.mx']
Mexico,Universidad Hispanoamericana,,MX,['http://hispano.edu.mx/'],['hispano.edu.mx']
Mexico,Universidad Itaca,,MX,['http://www.i.edu.mx/'],['i.edu.mx']
Mexico,Instituto Politécnico Nacional,,MX,['http://www.ipn.edu.mx/'],['ipn.edu.mx']
Mexico,Instituto Tecnológico Autonómo de México,,MX,['http://www.itam.mx/'],['itam.mx']
Mexico,Instituto Tecnológico de Aguascalientes,,MX,['http://www.ita.mx/'],['ita.mx']
Mexico,Instituto Tecnológico de Celaya,,MX,['http://www.itc.mx/'],['itc.mx']
Mexico,Instituto Tecnologico de Durango,,MX,['http://www.itdurango.edu.mx/'],['itdurango.edu.mx']
Mexico,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),,MX,['http://www.itesm.mx/'],['itesm.mx']
Mexico,Instituto Tecnológico y de Estudios Superiores de Occidente,,MX,['http://www.iteso.mx/'],['iteso.mx']
Mexico,Instituto Tecnológico de León,,MX,['http://www.itleon.edu.mx/'],['itleon.edu.mx']
Mexico,Instituto Tecnologico de Minatitlan,,MX,['http://www.itmina.edu.mx/'],['itmina.edu.mx']
Mexico,Instituto Tecnológico de Morelia,,MX,['http://www.itmorelia.edu.mx/'],['itmorelia.edu.mx']
Mexico,Instituto Tecnológico de Querétaro,,MX,['http://www.itq.edu.mx/'],['itq.edu.mx']
Mexico,Instituto Tecnológico de San Luis Potosí,,MX,['http://www.itslp.edu.mx/'],['itslp.edu.mx']
Mexico,Instituto Tecnológico de Sonora,,MX,['http://www.itson.mx/'],['itson.mx']
Mexico,Universidad Autónoma Metropolitana - Iztapalapa,,MX,['http://www.iztapalapa.uam.mx/'],['iztapalapa.uam.mx']
Mexico,"Universidad Pedagógica Nacional, Unidad León",,MX,['http://www.lef.upn.mx/'],['lef.upn.mx']
Mexico,"Universidad Iberoamericana, Campus León",,MX,['http://www.leon.uia.mx/'],['leon.uia.mx']
Mexico,Universidad del Valle de Puebla,,MX,['http://members.rotfl.com/uvp/'],['members.rotfl.com']
Mexico,Universidad Motolinía del Pedregal,,MX,['http://www.motolinia.com.mx/'],['motolinia.com.mx']
Mexico,Universidad Olmeca,,MX,['http://www.olmeca.edu.mx/'],['olmeca.edu.mx']
Mexico,Politécnico de Guanajuato,,MX,['http://www.poligto.edu.mx/'],['poligto.edu.mx']
Mexico,Universidad Autónoma del Estado de Hidalgo,,MX,['http://www.reduaeh.mx/'],['reduaeh.mx']
Mexico,Universidad Autónoma de Zacatecas,,MX,['http://www.reduaz.mx/'],['reduaz.mx']
Mexico,Universidad Pedagógica Veracruzana,,MX,['http://www.secupv.org/'],['secupv.org']
Mexico,"Tecnologico de Baja California, Universidad",,MX,['http://www.tecbc.mx/'],['tecbc.mx']
Mexico,Universidad del Tepeyac,,MX,['http://www.tepeyac.edu.mx/'],['tepeyac.edu.mx']
Mexico,Instituto de Estudios Superiores de la Sierra,,MX,['http://www.ties.com.mx/'],['ties.com.mx']
Mexico,"Universidad Autónoma Agraria ""Antonio Narro""",,MX,['http://www.uaaan.mx/'],['uaaan.mx']
Mexico,Universidad Autónoma de Aguascalientes,,MX,['http://www.uaa.mx:8001/'],['uaa.mx']
Mexico,Universidad Autónoma de Baja California,,MX,['http://www.uabc.mx/'],['uabc.mx']
Mexico,Universidad Autónoma de Baja California Sur,,MX,['http://www.uabcs.mx/'],['uabcs.mx']
Mexico,"Universidad Autónoma ""Benito Juárez"" de Oaxaca",,MX,['http://www.uabjo.mx/'],['uabjo.mx']
Mexico,Universidad Autónoma de Campeche,,MX,['http://www.uacam.mx/'],['uacam.mx']
Mexico,Universidad Autónoma de Chihuahua,,MX,['http://www.uach.mx/'],['uach.mx']
Mexico,Instituto Tecnológico Superior de Nuevo Casas Grandes,,MX,['http://itsncg.edu.mx/'],['itsncg.edu.mx']
Mexico,Universidad Autónoma de Ciudad Juárez,,MX,['http://www.uacj.mx/'],['uacj.mx']
Mexico,Universidad Autónoma de la Ciudad de México,,MX,['http://www.uacm.edu.mx/'],['uacm.edu.mx']
Mexico,Universidad Autónoma de Coahuila,,MX,['http://www.uadec.mx/'],['uadec.mx']
Mexico,Universidad Autonoma de Durango,,MX,['http://www.uad.edu.mx/'],['uad.edu.mx']
Mexico,Universidad Autónoma de Yucatán,,MX,['http://www.uady.mx/'],['uady.mx']
Mexico,Universidad Autonoma España de Durango,,MX,['http://www.uaed.edu.mx/'],['uaed.edu.mx']
Mexico,Universidad Autónoma del Estado de México,,MX,['http://www.uaemex.mx/'],['uaemex.mx']
Mexico,Universidad Autónoma del Estado de Morelos,,MX,['http://www.uaem.mx/'],['uaem.mx']
Mexico,Universidad Autónoma de Fresnillo,,MX,['http://www.uaf.mx/'],['uaf.mx']
Mexico,Universidad Autónoma de Guadalajara,,MX,['http://www.uag.mx/'],['uag.mx']
Mexico,Universidad Autónoma de Guerrero,,MX,['http://www.uagro.mx/'],['uagro.mx']
Mexico,Universidad Autónoma de la Laguna,,MX,['http://www.ual.mx/'],['ual.mx']
Mexico,Universidad Autónoma Metropolitana,,MX,['http://www.uam.mx/'],['uam.mx']
Mexico,Universidad Autónoma del Noreste,,MX,['http://www.uane.edu.mx/'],['uane.edu.mx']
